Tweet,polarity,subjectivity,Sentiment
"RT @PhillipsPOBrien: Milley, Russia has made a terrible strategic mistake. Wanted to overrun all of Ukraine and lost first their strategic…",-0.375,0.666666667,Positive
RT @CharriseJLane: Stop giving money to Ukraine.,0,0,Negative
@Faytuks This is really not a good look for Ukraine,-0.35,0.6,Positive
"RT @saintjavelin: “We have heating, no electricity, no water, no mobile or internet connection, but NO RUSSIANS! I am extremely happy becau…",0.8,1,Negative
"@Sputnik_Not So…Russia was just minding its own business, lobbing hundreds of missiles into Ukraine near Poland ind… https://t.co/hUNPsWPbaB",0.35,0.7,Negative
@ianbremmer @DavidSacks You &amp; many others threw stones at Elon when he tweeted his idea for peace. Elon didn't twee… https://t.co/XwP71R5Tsf,0.5,0.5,Negative
RT @Sputnik_Not: Russian Foreign Ministry says Russia has nothing to do with incident that occurred while Ukraine was shooting down Russian…,-0.093518519,0.137962963,Positive
"RT @sandra2519691: @TomMayerEuropa Tweet noch nicht gelöscht? Wer in der Ukraine Strom hat, interessiert mich nicht. Selenskyj will keine V…",0,0,Negative
"RT @TheLastWord: Ahead of the first United Nations General Assembly since Russia invaded Ukraine, @USAmbUN Linda Thomas-Greenfield joins @L…",0.15,0.416666667,Negative
"RT @MrJonasDanner: Es würde mich nicht wundern, wenn die Ukraine die Rakete auf Polen abgeschossen hätte, um den Westen noch weiter gegen R…",0,0,Negative
RT @StayHopeful16: Russia is in retreat in every major international forum https://t.co/6TLntihf7g,0.03125,0.25,Negative
RT @nexta_tv: The Security Service of Ukraine put the head of the Chechen Republic Ramzan Kadyrov on the wanted list. Data about this publi…,0,0,Negative
"@quantin_hubert @AMaddy2 Il est heureux qu'en supplément de rocardien, camusien, vous n'ayez pas ajouté rimbaldien,… https://t.co/rIlgVMiyq3",0,0,Negative
@breannastewart @WhiteHouse @POTUS @VP Too busy asking for more money to launder through Ukraine,0.3,0.4,Negative
@JaneRoe35 @NewsHour So now we comparing the US to Ukraine and Iran...HMMM...,0,0,Negative
"PROOF: Ukraine Struck Poland, Not Russia https://t.co/tmkvUvJtHS via @YouTube",0,0,Negative
"RT @KilledInUkraine: Senior Lieutenant Фертюк Тимофей Сергеевич (Fertyuk Timofei Sergeevich) was killed in Ukraine on 5 November.
https://t…",-0.2,0,Positive
"RT @ianbremmer: us govt now saying out loud what everyone has been saying privately for months:

complete removal of russian troops from uk…",0.05,0.39375,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @WarMonitor3: NASAM air defences are operating to great efficiency in Ukraine.,0.8,0.75,Negative
"RT @RT_com: Ukraine admits firing missile near Poland blast site – CNN

Kiev previously tried to blame Russia and suggest that NATO should…",-0.033333333,0.283333333,Positive
@eclecticbrotha @Wilson__Valdez If they end up triggering a shot across the bow of the Biden administration to not… https://t.co/UivLafws5n,0,0,Negative
"RT @macergifford: My Ukrainian Commander is on twitter! 🇺🇦 
Hes an absolute legend. Together we've been shot at, blown up, had death rides…",0.2,0.9,Negative
"@foolofatook1000 @MarcoPiuggi @RBReich And then threatened to shut it off, until there was pressure put on him to c… https://t.co/8sIcQvzNtg",0,0,Negative
"@mariagauguin @Differentidear @janenie82006770 @regeringDK Og Haiti, Ukraine, Sydamerika m.fl.",0,0,Negative
"RT @Tendar: Russia experienced another larger defeat at the Svatove front. Three T-72B3, relatively modern Russian tank types, have been ca…",0.25,0.425,Negative
@jacobsyska Nothing would happen last night if he hadn't invade Ukraine. Nato won't blame Ukraine as it understands… https://t.co/5cOqC5egXN,0,0.066666667,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @its_the_Dr: But we give 100 Billion dollars to Ukraine? https://t.co/RIrm8EdcHS,0,0,Negative
"RT @HOMESofFOOTBALL: #201 
MANCHESTER CITY ""BIG LOVE ON THE NEIGHBOURHOOD"" year1993

(Glasto-book oven ready) (me~UKRAINE~mad)
Yet I'm also…",0.233333333,0.4,Negative
RT @Europhobe: #G20 : #Macron annonce une conférence pour reconstruire les infrastructures de l'Ukraine. Cela va nous coûter un pognon de d…,0,0,Negative
"RT @KyivIndependent: ⚡️Pentagon chief: NASAMS intercept all Russian missiles in Ukraine. 

The U.S. Defense Secretary Lloyd Austin said tha…",0,0,Negative
"RT @wokest_boy: Liebe Weihnachtsfrau, hier meine Wunschliste. Ich war auch fast immer ein braver Junge. Danke 😇

1. Ukraine in Frieden
2. P…",0.2,0.6,Negative
"If that sounds ridiculous, remember that if there ordnance was confirmed #Russian there would calls for envoking Ar… https://t.co/9EyWfVbx6q",0.022222222,0.666666667,Negative
"RT @Mohamme90939901: So, they admit it was the Ukrainians.

But, is there something more sinister that lies ahead?

Supposing (in the futur…",0,0.75,Negative
Since it is now likey that the ordnance that killed two Polish citizens came from #Ukraine @NATO must envoke… https://t.co/s2WfMxYyIj,-0.2,0,Positive
RT @PhillipsPOBrien: Milley--Ukraine not asking for anyone to fight for them. They will be the soldiers. They just want the aid to let them…,0,0,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @visegrad24: Graves of young Ukrainian soldiers who sacrificed their lives for a sovereign Ukrainian , without Russian influence.

RIP h…",0.05,0.2,Negative
RT @LaColitruche: Zelinsky est à la guerre en Ukraine ce qu'a été la vaccination au covidisme : une imposture de plus en plus difficile à c…,0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
@Park_Cassiel @us_east_3 @LerryOwen @ZelenskyyUa only because Zelensky refuses to negotiate is your whole country a… https://t.co/v2IJsHrSyX,0.1,0.7,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"RT @NATO: ❝This is not Ukraine’s fault. Russia bears ultimate responsibility, as it continues its illegal war against Ukraine.❞

@jensstolt…",-0.25,0.75,Positive
"RT @olex_scherba: Another sign of the dark times. Unharvested bell peppers in #Kherson oblast…
Ukraine’s fertile land has so much to give.…",0.025,0.3,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
#Ukraine presses on. https://t.co/J0dpNVWtiA https://t.co/WbweOuSVPT,0,0,Negative
RT @MichealMartinTD: I will make no apology for speaking the truth about Russia’s immoral and illegal war. We stand with the people of Ukra…,-0.5,0.5,Positive
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
RT @wyattreed13: The plot to blow up various Italian targets — including a police station — appears to be the first attempted terror attack…,0.083333333,0.277777778,Negative
"RT @_InThisTogether: Is it ""just a coincidence that both the pseudopandemic and the war in Ukraine.. precisely facilitate the transition to…",0.4,0.8,Negative
RT @KimDotcom: I have taken a lot of heat for calling out the US proxy war in Ukraine and for educating you about the real reasons for this…,0.2,0.3,Negative
RT @JustinTrudeau: From the @G20org today: @RishiSunak and I spoke with @ZelenskyyUa as we stand firm with the people of Ukraine. We also a…,-0.2,0.4,Positive
"@DonaldJTrumpJr Keep yappin.  No one is supporting cutting off aid

In no way does turning our back on Ukraine make… https://t.co/22gWIihJam",-0.116666667,0.383333333,Positive
"@blackintheempir Not only is Ukraine a ponzi scheme, its celeb central. 🤮",0,0.625,Negative
"RT @Gerashchenko_en: Russia started the war.

Energy wars,
Hunger wars,
Cyber wars,
Genocide,
Millions of refugees,
Environmental crisis,
P…",0,0,Negative
"@ichimikichiki @jesseprimetime He's BEGGING for money!
What's Ukraine received, 100 billion? 
Something like that.… https://t.co/p5zURYdsPe",0,0,Negative
RT @VviewSsonicMair: Going to be interesting to watch NATO try to tame the monster they created in Ukraine. What a mess.,0.036111111,0.297222222,Negative
RT @WCKitchen: We cannot forget Ukraine. 🇺🇦 Many communities across this resilient nation are entering winter without heat. They need our s…,0.5,0.5,Negative
RT @traversingUS: @JackPosobiec Stray? Ukraine has been trying to draw NATO into the conflict from the start. I can’t be the only person th…,0,1,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
@Michel33552972 @Schwertfisch11 @Hoellenaufsicht Die Rechnung geht nicht auf. Russland ist in die Ukraine einmarsch… https://t.co/e06DGaxFJU,0,0,Negative
"RT @ChristopherJM: Zelensky said he ""received signals"" from Western allies that Russia's Vladimir Putin would like to hold direct negotiati…",0.05,0.2,Negative
"RT @abdujalil: ""Sashka! You're alive!"" Tears of joy and happiness as Ukrainian soldiers reunite with their families after liberating #Khers…",0.541666667,0.266666667,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1,Positive
@JimRaynorjr25 @nordic_ned @ChristopherJM Why on Earth would you let a suspect conduct independent investigation? E… https://t.co/JW8236g3vi,0,0.125,Negative
"RT @AZgeopolitics: ""Freedom and democracy"" arrived in Kherson...

SBU(Security Service of Ukraine) rounded up some more ""collaborators"" in…",0.5,0.5,Negative
"@CosmicSunflow3r @sophielouisecc Get in Robin. 

Sophie is a Right Wing commentator with a peanut for a brain. Don'… https://t.co/b4vtKOE0qx",0.285714286,0.535714286,Negative
"RT @ggreenwald: If we project out to a year, that would be $120 billion each year to fuel the US proxy war in Ukraine.

That's roughly 1/8…",-0.1,0.4,Positive
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
@Logically_JC They really have no point of view.. it’s just anti left. If the left sided with Russia they would side with Ukraine..,0.066666667,0.066666667,Negative
@fundedone @Oxet64 @ZelenskyyUa @AndrzejDuda Cheap ruZZia propaganda - nothing more. I bet u don’t know a single pe… https://t.co/HDPN3cH0Ae,0.182142857,0.378571429,Negative
RT @vasilina_orlova: The aftermath of yesterday's Russia massive strikes on Ukraine looks like this:,0,1,Negative
RT @wjhenn: JUST NOW: CJCS GEN Milley accuses Russia of war crimes for deliberately targeting Ukraine's energy plants yesterday with missil…,0,0,Negative
@Iran_Ukraine_ کاری نکردم🌻🌻,0,0,Negative
RT @DarthPutinKGB: Russia has nothing to do with the Russian missiles fired from Russia that Ukraine shot down.,-0.077777778,0.144444444,Positive
"RT @UMauerblumchen: Ein russischer Marineoffizier, der an #Putins #Mobilisierungskampagne für den #Krieg in der #Ukraine beteiligt war, ist…",0,0,Negative
@Glowacek @Tulwinski @lesiavasylenko Dude do you honestly think Ukraine President has not been in contact with Polish one?,0.6,0.9,Negative
"@ulfposh @welt Ein ""Bild"" sagt mehr als tausend Worte... #Springer #Ukraine https://t.co/7VjJvoc4Oi",0,0,Negative
RT @mya11281477: So now it’s out What will NATO do. Will they stand up for Poland or let Ukraine get away with this?If they let it slide wh…,0,0,Negative
RT @AldoSterone111: Ca fait des heures que les USA et la Pologne disent que le tir du missile vient du camp ukrainien. Mais l'Ukraine conti…,0,0,Negative
"RT @amanpour: We must “give Ukraine as much military aid as we can give, so that Ukraine can defend themselves and push the aggressor back…",-0.1,0.1,Positive
RT @WUTangKids: Banksy has confirmed 7 amazing murals to be his work throughout Ukraine https://t.co/X5ABd54nbc https://t.co/EiuZWQrkmr,0.5,0.95,Negative
"RT @RepMTG: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Zelensky…",0.25,0.85,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1,Positive
"RT @Reuters: LIVE: U.S. Secretary of Defense Lloyd Austin, General Mark Milley speak after Ukraine meeting https://t.co/UfUtfX96Mp",0.093181818,0.5,Negative
@MagicalXavi @POTUS have at it buddy....sign up here leave the rest of us out.  https://t.co/AcfbT2tgq2,0,0,Negative
"RT @CliffMaloneyJr: Ukraine tried to lie the world into WWIII

Never forget this",0,0,Negative
@DenisRogatyuk Ukraine's trust in America has created bad conditions for the country and its people,-0.7,0.666666667,Positive
RT @Circonscripti18: 💥FLASH #Donbass 🇷🇺 Pendant que @BFMTV @LCI fantasment sur la mise en scène du missile S-300 lancé par #Kyiv #OTAN en #…,0,0,Negative
"RT @TimothyDSnyder: ""'Thank God for America, Canada and Great Britain, and thank God for Grandfather Biden,' she said, noting the Western m…",0.4,0.375,Negative
RT @Podolyak_M: Only Russia is responsible for the war in Ukraine and massive missile strikes. Only Russia is behind the rapidly growing ri…,-0.04,0.85,Positive
"RT @SarahAshtonLV: 100% 

💯

ONE HUNDRED PERCENT

That's the NASAM success rate in Ukraine.",0.3,0,Negative
"RT @TheLastRefuge2: FYI, while the mainstream media proclaimed Russia fired rockets into Poland, this account accurately identified the mis…",0.4,0.633333333,Negative
https://t.co/FcWqXu66Qa NATO has all of Ukraine and most of the boarder areas covered with RADER. So they know exce… https://t.co/DXPCfa2Mgo,0.5,0.5,Negative
"RT @Flash_news_ua: The Chairman of the Joint Chiefs of Staff, General Mark Milley, said that Russia had failed ""every single"" goal in its w…",-0.173809524,0.338095238,Positive
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @wjhenn: When addressing a question on possible negotiations, GEN Milley says Russia has failed in its military aims &amp; he's convinced th…",-0.2,0.466666667,Positive
"RT @tvlofficiel: [🎥Pol &amp; Eco] Le Système s'effondre !

@ODelamarche : Qui a autorisé Ursula von der Leyen à envoyer des milliards d'euros p…",-0.9375,1,Positive
RT @UmlandAndreas: https://t.co/jJMGEpdEn2,0,0,Negative
"@theorigpundit @TPostMillennial So, Ukraine, knowing about NATO's radar assets, decided to launch an S300 missile i… https://t.co/DCoSVzYvmX",0,0,Negative
"RT @KyivIndependent: ⚡️ CNN: Ukraine tells US, allies it attempted missile interception near Poland.

Ukraine informed the U.S. and its all…",0.1,0.4,Negative
RT @michaeldweiss: Predicting the trajectory and pacing of this war has not been America's strong suit. Providing security assistance to le…,0.433333333,0.733333333,Negative
RT @ASavageNation: is it possible Ukraine fired missiles  into Poland to drag NATO/US into war with Russia?,-0.05,0.535416667,Positive
RT @visegrad24: The French Foreign Legion has decided that it will allow its Ukrainian soldiers to return to Ukraine with their full combat…,0.075,0.225,Negative
"RT @KyivIndependent: ""Russian goal seems to be to entrench and defend for the next several months, and then attempt a new offensive in the…",0.034090909,0.113636364,Negative
"RT @saintjavelin: “We have heating, no electricity, no water, no mobile or internet connection, but NO RUSSIANS! I am extremely happy becau…",0.8,1,Negative
@silverrich39 Those poor Russians you’d think they’d invaded Ukraine !!,-0.625,0.6,Positive
RT @jacksonhinklle: Ukraine's missile killed two people in Poland and now they are trying to blame Russia and start WWIII.,-0.2,0,Positive
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"RT @EUatUN: Adopted✅

Today @UN General Assembly recognizes Russia must be held accountable for its aggression against Ukraine. 

Adopted b…",0.05,0.5,Negative
"RT @KyivIndependent: ""Russian goal seems to be to entrench and defend for the next several months, and then attempt a new offensive in the…",0.034090909,0.113636364,Negative
RT @KimDotcom: Ukraine executed the false flag attack on Poland so poorly that there was no chance to blame Russia without losing all credi…,-0.4,0.6,Positive
@RepMTG We'll deploy the Gazpacho police to track the breadcrumbs from here to Ukraine.,0,0,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1,Positive
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0,0,Negative
"RT @ChristopherJM: Responding to Zelensky’s remarks tonight, a NATO country diplomat told me: “This is getting ridiculous. The Ukrainians a…",-0.333333333,1,Positive
"RT @BenoitBoullay: Quand on pense que Macron a donné 1/3 de notre artillerie à l'Ukraine, c'est quand même d'une incroyable légèreté à la l…",0,0,Negative
@Dodrew_Anwell @SamRamani2 It's just not right that Ukraine is being accused of something and has no say in the mat… https://t.co/A3C1vpt3hQ,-0.142857143,0.535714286,Positive
@DonaldJTrumpJr We still don't know if it came from Ukraine or Russia. An investigation is underway right now to make that determination.,0.285714286,0.535714286,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @WV_Wolf: @JackPosobiec @AP $5 says Ukraine  did this to make it look like Russia did it.. 

Why? 

So the world(NATO) would 'join' the…",0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
@MumbaichaDon @MandarSawant184 @MeSavarkar @pallavict @marathikedar @mgnayak5 @WellSaidGuru @EkVishwa @ragiing_bull… https://t.co/PY39uYlB3i,0,0,Negative
"RT @KilledInUkraine: ⚡️ Lieutenant Colonel Вшивцев Александр (Vshivtsev Alexander) from Sernur, Mari El Republic, was killed in Ukraine on…",-0.2,0,Positive
"RT @mhmck: As expected, NATO found excuses for inaction rather than retaliate against the Russian terrorist state.

A limited response woul…",-0.057142857,0.180952381,Positive
"RT @oryxspioenkop: Russia acquired these vehicles from the secondhand car market, and did not capture them from Ukraine. https://t.co/bagJE…",-0.1,0.3,Positive
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"RT @LKR_Partei_Bund: Alles hängt an Deutschland. Wir erwarten, dass der #Bundeskanzler  seine Blockadehaltung gegen die Lieferung von Kampf…",0,0,Negative
Give NATO 2 hours after the attack on their borders and they’ll express concern.Give them a day and they will say t… https://t.co/Ttlpbf6Hbo,0,0,Negative
RT @NotPotBol: Venezuela ever since the Ukraine-Russia War https://t.co/taV1aSEELz,0,0,Negative
"RT @TpyxaNews: A high-quality telescopic infrared lens, manufactured by the Israeli company Ophir Optronics Solutions, found in the Iranian…",0,0,Negative
"RT @n_roettgen: Ein möglichst schnelles Ende des Krieges reduziert auch das Risiko, dass es zu weiteren Vorfällen wie in #Polen kommt. Dafü…",0,0,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"RT @Faytuks: Ukraine and western allies at odds over missile that exploded in Poland - FT https://t.co/G02yEgRffg

https://t.co/bGoEcpraCt",0,0,Negative
"RT @AZgeopolitics: ""Freedom and democracy"" arrived in Kherson...

SBU(Security Service of Ukraine) rounded up some more ""collaborators"" in…",0.5,0.5,Negative
"RT @UsefulIdiotpod: “The day the squad and Bernie voted for war credits for Ukraine, that whole progressive enterprise turned into a rottin…",0.2,0.4,Negative
@lesiavasylenko @NATO You're absolutely right it does. And that doesn't change based on the fact that you're wrong… https://t.co/fggvA2Q0Lb,0.285714286,0.535714286,Negative
"RT @USAmbUN: Russia's weaponization of food has had global ripple effects.

Before the war, Russia and Ukraine accounted for almost a quart…",0,0,Negative
RT @wjhenn: JUST NOW: CJCS GEN Milley accuses Russia of war crimes for deliberately targeting Ukraine's energy plants yesterday with missil…,0,0,Negative
RT @MayraFlores2022: Not a penny more should be sent to Ukraine until a full detailed investigation and audit is done.,0.416666667,0.6,Negative
"What is Nato and how is it helping Ukraine? https://t.co/WMe5DIYnww via @BBCNews 

[""Nato's original goal was to ch… https://t.co/G0RZQt81qX",0.375,0.75,Negative
RT @DAlperovitch: Ukrainian intelligence estimates that three-quarters of the components of the Iranian drones downed in Ukraine are Americ…,0,0,Negative
The only person that should really be upset about not getting any money in the #Ukraine #FTXScandal is Alexander Vi… https://t.co/R2KFUupTpd,0.1,0.6,Negative
"RT @KyivIndependent: ⚡️Pentagon chief: NASAMS intercept all Russian missiles in Ukraine. 

The U.S. Defense Secretary Lloyd Austin said tha…",0,0,Negative
RT @nytimesworld: Ukraine has become a testing ground for state-of-the-art weapons and information systems that Western political officials…,0,0.05,Negative
RT @PatrioteEngager: #ALERTE - Le #missile tombé sur la #Pologne serait en fait un #missile tiré par l'#Ukraine  pour intercepté un Missile…,0,0,Negative
"RT @SocialistMMA: Liberals calling for WW3 after the Poland missile attack, only for it to be revealed it’s Ukraine fault thus them going s…",0,1,Negative
"RT @bayraktar_1love: It is reported that a refinery plant in Russia, 170 km from the border with Ukraine, was attacked by a drone.
Link - h…",0,0,Negative
"RT @KyivIndependent: ⚡️Pentagon chief: NASAMS intercept all Russian missiles in Ukraine. 

The U.S. Defense Secretary Lloyd Austin said tha…",0,0,Negative
@marcfriedrich7 Ich finde auch das jetzt Handlungsbedarf besteht. Wir sollten der Ukraine sofort keinerlei Unterstü… https://t.co/zcA1OwZhyP,0,0,Negative
"RT @SocialistMMA: Liberals calling for WW3 after the Poland missile attack, only for it to be revealed it’s Ukraine fault thus them going s…",0,1,Negative
"@lynnnysamusic @ericmetaxas This was before he was even president…it was people that he had in charge, not him. May… https://t.co/acGId1dnzM",0,0,Negative
RT @damnitsbts: And Europeans have a lot of balls and audacity to speak about brown immigrants as if earlier this year we didn’t see yall b…,0,0.5,Negative
"RT @visegrad24: Whatever happened in Poland that cost the lives of two Polish citizens is still ultimately Russia’s responsibility. 

None…",0,1,Negative
Zelensky’s Polish False Flag Hurt Ukraine at Critical Moment in Fight with Russia https://t.co/TQNkO2kmyE,-0.2,0.7,Positive
@SkyNews Russia did not start this war. Ukraine started this war because they tried to genocide the Russian people… https://t.co/TQmOtmsXBa,0,0,Negative
"RT @Sujodamystique: Everybody went from

""Russia must pay for firing those missiles at Poland that killed 2 people!!Its a declaration of wa…",-0.2,0,Positive
"RT @KyivIndependent: ⚡️Zelensky admits receiving hints that Putin wanted to negotiate. 

President Volodymyr Zelensky said on Nov. 16 that…",0,0,Negative
RT @wjhenn: GEN Milley goes on to describe how Russia is currently on the run &amp; thus gives Ukraine an opening to seize upon for possible su…,0,0.7,Negative
"RT @derspiegel: Mit dem Raketeneinschlag in Polens Grenzgebiet will der Kreml nichts zu tun haben. Doch er ist Folge der massiven, russisch…",0,0,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1,Positive
"RT @ukraine_world: ❗️The Parliament of #Ukraine, the Verkhovna Rada, calls for the exclusion of #Russia from the G20
#RussiaUkraineWar
#G19",0,0,Negative
@KMetaKowalski @ASavageNation @DorotaPodlesna Let Ukraine burn. Every single part of it,-0.071428571,0.214285714,Positive
"RT @DefenseBaron: To recap, the chairman's battlefield assessment:
""Close to zero"" - #Russia's chance of total military conquering
""Not too…",-0.05,0.425,Positive
"RT @DorameGary: ""A Complete Accident,  the missile went off by itself"" says Ukraine Guy https://t.co/4LqLkkZYbn",0.1,0.4,Negative
@Nigel_Farage I trust a fart after 10 pints of rough cider more than I trust Zelenskyy. We should immediately stop… https://t.co/IVmPq3VWDy,0.2,0.45,Negative
"If that sounds ridiculous, remember that if there ordnance was confirmed #Russian there would calls for envoking Ar… https://t.co/9EyWfVbx6q",0.022222222,0.666666667,Negative
"RT @Mohamme90939901: So, they admit it was the Ukrainians.

But, is there something more sinister that lies ahead?

Supposing (in the futur…",0,0.75,Negative
Since it is now likey that the ordnance that killed two Polish citizens came from #Ukraine @NATO must envoke… https://t.co/s2WfMxYyIj,-0.2,0,Positive
"@witte_sergei Poland declares war on Ukraine, Ukraine surrenders to Poland, Poland conscripts Ukraine military, new… https://t.co/GkwO7B1vMO",-0.1,0.1,Positive
RT @PhillipsPOBrien: Milley--Ukraine not asking for anyone to fight for them. They will be the soldiers. They just want the aid to let them…,0,0,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @visegrad24: Graves of young Ukrainian soldiers who sacrificed their lives for a sovereign Ukrainian , without Russian influence.

RIP h…",0.05,0.2,Negative
RT @LaColitruche: Zelinsky est à la guerre en Ukraine ce qu'a été la vaccination au covidisme : une imposture de plus en plus difficile à c…,0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @ReutersJapan: ウクライナ迎撃ミサイル着弾の公算、ロシアに最終責任＝ＮＡＴＯ https://t.co/Oe97KTEfD2,0,0,Negative
@Park_Cassiel @us_east_3 @LerryOwen @ZelenskyyUa only because Zelensky refuses to negotiate is your whole country a… https://t.co/v2IJsHrSyX,0.1,0.7,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"RT @NATO: ❝This is not Ukraine’s fault. Russia bears ultimate responsibility, as it continues its illegal war against Ukraine.❞

@jensstolt…",-0.25,0.75,Positive
"RT @olex_scherba: Another sign of the dark times. Unharvested bell peppers in #Kherson oblast…
Ukraine’s fertile land has so much to give.…",0.025,0.3,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
#Ukraine presses on. https://t.co/J0dpNVWtiA https://t.co/WbweOuSVPT,0,0,Negative
RT @MichealMartinTD: I will make no apology for speaking the truth about Russia’s immoral and illegal war. We stand with the people of Ukra…,-0.5,0.5,Positive
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
RT @wyattreed13: The plot to blow up various Italian targets — including a police station — appears to be the first attempted terror attack…,0.083333333,0.277777778,Negative
"RT @_InThisTogether: Is it ""just a coincidence that both the pseudopandemic and the war in Ukraine.. precisely facilitate the transition to…",0.4,0.8,Negative
RT @KimDotcom: I have taken a lot of heat for calling out the US proxy war in Ukraine and for educating you about the real reasons for this…,0.2,0.3,Negative
RT @JustinTrudeau: From the @G20org today: @RishiSunak and I spoke with @ZelenskyyUa as we stand firm with the people of Ukraine. We also a…,-0.2,0.4,Positive
"@DonaldJTrumpJr Keep yappin.  No one is supporting cutting off aid

In no way does turning our back on Ukraine make… https://t.co/22gWIihJam",-0.116666667,0.383333333,Positive
"@blackintheempir Not only is Ukraine a ponzi scheme, its celeb central. 🤮",0,0.625,Negative
"RT @Gerashchenko_en: Russia started the war.

Energy wars,
Hunger wars,
Cyber wars,
Genocide,
Millions of refugees,
Environmental crisis,
P…",0,0,Negative
"@ichimikichiki @jesseprimetime He's BEGGING for money!
What's Ukraine received, 100 billion? 
Something like that.… https://t.co/p5zURYdsPe",0,0,Negative
RT @VviewSsonicMair: Going to be interesting to watch NATO try to tame the monster they created in Ukraine. What a mess.,0.036111111,0.297222222,Negative
RT @WCKitchen: We cannot forget Ukraine. 🇺🇦 Many communities across this resilient nation are entering winter without heat. They need our s…,0.5,0.5,Negative
RT @traversingUS: @JackPosobiec Stray? Ukraine has been trying to draw NATO into the conflict from the start. I can’t be the only person th…,0,1,Negative
